Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2
Line.LINE2223, 6.17419E-011,   112.98, 3.98138E-011,     1.96, 6.50781E-011,    63.43,          0,     0.00, 1.24735E-010,    68.95, 6.17419E-011,   -67.02, 3.98138E-011,  -178.04, 6.50781E-011,  -116.57,          0,     0.00, 1.24735E-010,  -111.05
Line.LINE2224,    40.6158,   -78.86, 4.36557E-011,   -90.00,          0,     0.00,          0,     0.00,    40.6158,   -78.86,    40.6158,   101.14, 4.36557E-011,    90.00,          0,     0.00,          0,     0.00,    40.6158,   101.14
Line.LINE2225,    35.7927,   -78.69,    45.3123,   161.97, 1.3985E-009,  -102.01,          0,     0.00,    41.7708,  -149.71,    35.7927,   101.31,    45.3123,   -18.03, 1.3985E-009,    77.99,          0,     0.00,    41.7708,    30.29
Line.LINE2226, 4.04323E-010,   -59.74, 4.65718E-010,   179.10,    5.03747,    41.96,          0,     0.00,    5.03747,    41.96, 4.04323E-010,   120.26, 4.65718E-010,    -0.90,    5.03747,  -138.04,          0,     0.00,    5.03747,  -138.04
Line.LINE2227, 3.25391E-011,   116.57, 2.92314E-011,     5.36, 2.91038E-011,   -90.00,          0,     0.00, 1.48055E-011,    10.62, 3.25391E-011,   -63.43, 2.92314E-011,  -174.64, 2.91038E-011,    90.00,          0,     0.00, 1.48055E-011,  -169.38
Line.LINE2228,    4.89581,   -79.07, 1.09163E-011,   178.81, 1.10645E-011,    80.54,          0,     0.00,    4.89581,   -79.07,    4.89581,   100.93, 1.09163E-011,    -1.19, 1.10645E-011,   -99.46,          0,     0.00,    4.89581,   100.93
Line.LINE2229,    81.5661,   -79.44,    91.5561,   162.27,    150.406,    42.51,          0,     0.00,    62.6463,    51.95,    81.5661,   100.56,    91.5561,   -17.73,    150.406,  -137.49,          0,     0.00,    62.6463,  -128.05
Line.LINE2230, 2.28601E-008,  -146.63, 1.52411E-008,   108.71, 1.8204E-008,    69.02,          0,     0.00, 2.57022E-008,   132.80, 2.28601E-008,    33.37, 1.52411E-008,   -71.29, 1.8204E-008,  -110.98,          0,     0.00, 2.57022E-008,   -47.20
Line.LINE2231,          0,     0.00, 4.54747E-013,   -90.00,    36.7316,    42.07,          0,     0.00,    36.7316,    42.07,          0,     0.00, 4.54747E-013,    90.00,    36.7316,  -137.93,          0,     0.00,    36.7316,  -137.93
Line.LINE2232, 1.58128E-009,    83.66, 1.36261E-009,    19.98, 8.39483E-010,   123.69,          0,     0.00, 2.90922E-009,    70.11, 1.58128E-009,   -96.34, 1.36261E-009,  -160.02, 8.39483E-010,   -56.31,          0,     0.00, 2.90922E-009,  -109.89
Line.LINE2233, 1.06064E-010,  -112.17, 9.26078E-011,   135.00,    41.8636,    42.09,          0,     0.00,    41.8636,    42.09, 1.06064E-010,    67.83, 9.26078E-011,   -45.00,    41.8636,  -137.91,          0,     0.00,    41.8636,  -137.91
Line.LINE2234, 2.58377E-011,  -173.94, 3.73585E-011,     3.49, 5.99991E-011,    75.96,          0,     0.00, 6.33965E-011,    65.64, 2.58377E-011,     6.06, 3.73585E-011,  -176.51, 5.99991E-011,  -104.04,          0,     0.00, 6.33965E-011,  -114.36
Line.LINE2235,    40.6158,   -78.86, 1.18444E-010,   -10.62,          0,     0.00,          0,     0.00,    40.6158,   -78.86,    40.6158,   101.14, 1.18444E-010,   169.38,          0,     0.00,          0,     0.00,    40.6158,   101.14
Line.LINE2236,    35.7927,   -78.69,    45.3123,   161.97, 1.41625E-009,   -99.46,          0,     0.00,    41.7708,  -149.71,    35.7927,   101.31,    45.3123,   -18.03, 1.41625E-009,    80.54,          0,     0.00,    41.7708,    30.29
Line.LINE2237, 4.0191E-010,   -62.51, 4.11178E-010,   178.83,    5.03747,    41.96,          0,     0.00,    5.03747,    41.96, 4.0191E-010,   117.49, 4.11178E-010,    -1.17,    5.03747,  -138.04,          0,     0.00,    5.03747,  -138.04
Line.LINE2238, 9.76172E-011,   116.57, 5.83212E-011,     3.58, 6.50781E-011,  -116.57,          0,     0.00, 3.58299E-011,   113.96, 9.76172E-011,   -63.43, 5.83212E-011,  -176.42, 6.50781E-011,    63.43,          0,     0.00, 3.58299E-011,   -66.04
Line.LINE2239,    4.89581,   -79.07,          0,     0.00, 5.14488E-012,  -135.00,          0,     0.00,    4.89581,   -79.07,    4.89581,   100.93,          0,     0.00, 5.14488E-012,    45.00,          0,     0.00,    4.89581,   100.93
Line.LINE2240,    81.5661,   -79.44,    91.5561,   162.27,    150.406,    42.51,          0,     0.00,    62.6463,    51.95,    81.5661,   100.56,    91.5561,   -17.73,    150.406,  -137.49,          0,     0.00,    62.6463,  -128.05
Line.LINE2241, 2.59948E-008,  -149.30, 1.57087E-008,   101.98, 1.79204E-008,    65.43,          0,     0.00, 2.58484E-008,   134.64, 2.59948E-008,    30.70, 1.57087E-008,   -78.02, 1.79204E-008,  -114.57,          0,     0.00, 2.58484E-008,   -45.36
Line.LINE2242, 2.35435E-009,    98.53, 1.01655E-009,    13.24, 6.98492E-010,    90.00,          0,     0.00, 3.32192E-009,    78.89, 2.35435E-009,   -81.47, 1.01655E-009,  -166.76, 6.98492E-010,   -90.00,          0,     0.00, 3.32192E-009,  -101.11
Line.LINE2243, 1.19998E-010,  -104.04, 1.10884E-010,   131.01,    41.8636,    42.09,          0,     0.00,    41.8636,    42.09, 1.19998E-010,    75.96, 1.10884E-010,   -48.99,    41.8636,  -137.91,          0,     0.00,    41.8636,  -137.91
Line.LINE2244, 9.79556E-012,   -68.20, 9.09495E-012,     0.00, 7.27596E-012,    90.00,          0,     0.00, 1.28622E-011,    -8.13, 9.79556E-012,   111.80, 9.09495E-012,   180.00, 7.27596E-012,   -90.00,          0,     0.00, 1.28622E-011,   171.87
Line.LINE2245, 2.21114E-011,  -120.26, 7.06324E-012,     3.69,          0,     0.00,          0,     0.00, 1.90886E-011,  -102.38, 2.21114E-011,    59.74, 7.06324E-012,  -176.31,          0,     0.00,          0,     0.00, 1.90886E-011,    77.62
Line.LINE2246,    40.6158,   -78.86, 1.16415E-010,     0.00, 2.39996E-010,  -104.04,          0,     0.00,    40.6158,   -78.86,    40.6158,   101.14, 1.16415E-010,   180.00, 2.39996E-010,    75.96,          0,     0.00,    40.6158,   101.14
Line.LINE2247,    35.7927,   -78.69,    45.3123,   161.97, 1.28848E-009,  -108.43,          0,     0.00,    41.7708,  -149.71,    35.7927,   101.31,    45.3123,   -18.03, 1.28848E-009,    71.57,          0,     0.00,    41.7708,    30.29
Line.LINE2248, 3.7835E-010,   -67.38, 3.49322E-010,   178.81,    5.03747,    41.96,          0,     0.00,    5.03747,    41.96, 3.7835E-010,   112.62, 3.49322E-010,    -1.19,    5.03747,  -138.04,          0,     0.00,    5.03747,  -138.04
Line.LINE2249, 9.76172E-011,   116.57, 1.1643E-010,     0.90, 9.76172E-011,  -116.57,          0,     0.00, 2.91606E-011,     3.58, 9.76172E-011,   -63.43, 1.1643E-010,  -179.10, 9.76172E-011,    63.43,          0,     0.00, 2.91606E-011,  -176.42
Line.LINE2250, 2.55495E-010,   121.31,      71.59,   162.23, 2.42465E-010,  -117.72,          0,     0.00,      71.59,   162.23, 2.55495E-010,   -58.69,      71.59,   -17.77, 2.42465E-010,    62.28,          0,     0.00,      71.59,   -17.77
Line.LINE2251,    81.5661,   -79.44,    19.9661,   162.39,    150.406,    42.51,          0,     0.00,    110.269,    14.44,    81.5661,   100.56,    19.9661,   -17.61,    150.406,  -137.49,          0,     0.00,    110.269,  -165.56
Line.LINE2252, 2.73197E-008,  -150.38, 1.47494E-008,   101.84, 1.60383E-008,    62.32,          0,     0.00, 2.45457E-008,   141.93, 2.73197E-008,    29.62, 1.47494E-008,   -78.16, 1.60383E-008,  -117.68,          0,     0.00, 2.45457E-008,   -38.07
Line.LINE2253, 1.45519E-009,   106.26, 9.40374E-010,    21.80, 8.23181E-010,    98.13,          0,     0.00, 2.58484E-009,    82.23, 1.45519E-009,   -73.74, 9.40374E-010,  -158.20, 8.23181E-010,   -81.87,          0,     0.00, 2.58484E-009,   -97.77
Line.LINE2254,          0,     0.00, 8.00355E-011,    90.00,    41.8636,    42.09,          0,     0.00,    41.8636,    42.09,          0,     0.00, 8.00355E-011,   -90.00,    41.8636,  -137.91,          0,     0.00,    41.8636,  -137.91
Line.LINE2255, 3.58159E-012,   125.96, 2.73381E-012,     3.58, 3.63798E-012,   -90.00,          0,     0.00, 8.45038E-013,   -42.27, 3.58159E-012,   -54.04, 2.73381E-012,  -176.42, 3.63798E-012,    90.00,          0,     0.00, 8.45038E-013,   137.73
Line.LINE2256,    40.6158,   -78.86, 1.18444E-010,   -10.62, 1.16415E-010,   -90.00,          0,     0.00,    40.6158,   -78.86,    40.6158,   101.14, 1.18444E-010,   169.38, 1.16415E-010,    90.00,          0,     0.00,    40.6158,   101.14
Line.LINE2257,    35.7927,   -78.69,    45.3123,   161.97, 1.29667E-009,   -99.04,          0,     0.00,    41.7708,  -149.71,    35.7927,   101.31,    45.3123,   -18.03, 1.29667E-009,    80.96,          0,     0.00,    41.7708,    30.29
Line.LINE2258, 3.25391E-010,   -63.43, 2.9215E-010,   175.00,    5.03747,    41.96,          0,     0.00,    5.03747,    41.96, 3.25391E-010,   116.57, 2.9215E-010,    -5.00,    5.03747,  -138.04,          0,     0.00,    5.03747,  -138.04
Line.LINE2259, 5.82077E-011,   180.00, 5.82148E-011,     0.90, 5.82077E-011,   180.00,          0,     0.00, 5.82148E-011,   179.10, 5.82077E-011,     0.00, 5.82148E-011,  -179.10, 5.82077E-011,     0.00,          0,     0.00, 5.82148E-011,    -0.90
Line.LINE2260,          0,     0.00,    35.8005,   162.23, 3.25391E-011,   -63.43,          0,     0.00,    35.8005,   162.23,          0,     0.00,    35.8005,   -17.77, 3.25391E-011,   116.57,          0,     0.00,    35.8005,   -17.77
Line.LINE2261, 2.27774E-010,   116.57,    35.7896,   162.24, 1.89734E-010,  -122.47,          0,     0.00,    35.7896,   162.24, 2.27774E-010,   -63.43,    35.7896,   -17.76, 1.89734E-010,    57.53,          0,     0.00,    35.7896,   -17.76
Line.LINE2262,    81.5661,   -79.44,    19.9661,   162.39,    150.406,    42.51,          0,     0.00,    110.269,    14.44,    81.5661,   100.56,    19.9661,   -17.61,    150.406,  -137.49,          0,     0.00,    110.269,  -165.56
Line.LINE2263, 2.60246E-008,  -149.19, 1.63168E-008,    97.38, 1.59144E-008,    69.44,          0,     0.00, 2.59008E-008,   136.73, 2.60246E-008,    30.81, 1.63168E-008,   -82.62, 1.59144E-008,  -110.56,          0,     0.00, 2.59008E-008,   -43.27
Line.LINE2264, 1.05419E-009,    96.34, 8.33407E-010,    12.09, 3.68138E-010,    71.57,          0,     0.00, 1.77032E-009,    62.59, 1.05419E-009,   -83.66, 8.33407E-010,  -167.91, 3.68138E-010,  -108.43,          0,     0.00, 1.77032E-009,  -117.41
Line.LINE2265, 2.34643E-010,   -82.87, 1.33569E-010,   150.64,    41.8636,    42.09,          0,     0.00,    41.8636,    42.09, 2.34643E-010,    97.13, 1.33569E-010,   -29.36,    41.8636,  -137.91,          0,     0.00,    41.8636,  -137.91
Line.LINE2266,    40.6158,   -78.86, 2.93303E-011,    -7.13, 4.1159E-011,  -135.00,          0,     0.00,    40.6158,   -78.86,    40.6158,   101.14, 2.93303E-011,   172.87, 4.1159E-011,    45.00,          0,     0.00,    40.6158,   101.14
Line.LINE2267,    35.7927,   -78.69,    45.3123,   161.97, 1.29242E-009,   -97.77,          0,     0.00,    41.7708,  -149.71,    35.7927,   101.31,    45.3123,   -18.03, 1.29242E-009,    82.23,          0,     0.00,    41.7708,    30.29
Line.LINE2268, 2.48663E-010,   -69.44, 2.33285E-010,   176.42,    5.03747,    41.96,          0,     0.00,    5.03747,    41.96, 2.48663E-010,   110.56, 2.33285E-010,    -3.58,    5.03747,  -138.04,          0,     0.00,    5.03747,  -138.04
Line.LINE2269, 1.45519E-011,   180.00, 2.9118E-011,    -1.79, 1.45519E-011,     0.00,          0,     0.00, 2.9118E-011,    -1.79, 1.45519E-011,     0.00, 2.9118E-011,   178.21, 1.45519E-011,   180.00,          0,     0.00, 2.9118E-011,   178.21
Line.LINE2270, 3.63798E-012,     0.00,    35.8005,   162.23, 1.02898E-011,    45.00,          0,     0.00,    35.8005,   162.23, 3.63798E-012,   180.00,    35.8005,   -17.77, 1.02898E-011,  -135.00,          0,     0.00,    35.8005,   -17.77
Line.LINE2271, 2.60313E-010,   116.57,    35.7896,   162.24, 1.30156E-010,  -116.57,          0,     0.00,    35.7896,   162.24, 2.60313E-010,   -63.43,    35.7896,   -17.76, 1.30156E-010,    63.43,          0,     0.00,    35.7896,   -17.76
Line.LINE2272,    4.91445,   -79.22, 3.74994E-012,  -165.96, 3.63798E-012,     0.00,          0,     0.00,    4.91445,   -79.22,    4.91445,   100.78, 3.74994E-012,    14.04, 3.63798E-012,   180.00,          0,     0.00,    4.91445,   100.78
Line.LINE2273,    76.6517,   -79.46,    19.9661,   162.39,    150.406,    42.51,          0,     0.00,    110.691,    16.98,    76.6517,   100.54,    19.9661,   -17.61,    150.406,  -137.49,          0,     0.00,    110.691,  -163.02
Line.LINE2274, 2.46372E-008,  -149.31, 1.42046E-008,    90.94, 1.67897E-008,    70.56,          0,     0.00, 2.35712E-008,   132.20, 2.46372E-008,    30.69, 1.42046E-008,   -89.06, 1.67897E-008,  -109.44,          0,     0.00, 2.35712E-008,   -47.80
Line.LINE2275, 1.19998E-009,   129.09, 7.80938E-010,    26.57, 5.20625E-010,  -153.43,          0,     0.00, 1.17141E-009,   116.57, 1.19998E-009,   -50.91, 7.80938E-010,  -153.43, 5.20625E-010,    26.57,          0,     0.00, 1.17141E-009,   -63.43
Line.LINE2276, 8.23181E-011,  -135.00, 1.39245E-010,   146.73,    41.8636,    42.09,          0,     0.00,    41.8636,    42.09, 8.23181E-011,    45.00, 1.39245E-010,   -33.27,    41.8636,  -137.91,          0,     0.00,    41.8636,  -137.91
Line.LINE2277,    4.93006,   -78.87, 7.29015E-012,   176.42,          0,     0.00,          0,     0.00,    4.93006,   -78.87,    4.93006,   101.13, 7.29015E-012,    -3.58,          0,     0.00,          0,     0.00,    4.93006,   101.13
Line.LINE2278,    35.6858,   -78.86, 7.29015E-012,   176.42,          0,     0.00,          0,     0.00,    35.6858,   -78.86,    35.6858,   101.14, 7.29015E-012,    -3.58,          0,     0.00,          0,     0.00,    35.6858,   101.14
Line.LINE2279,    35.7927,   -78.69,    45.3123,   161.97, 1.13019E-009,  -101.89,          0,     0.00,    41.7708,  -149.71,    35.7927,   101.31,    45.3123,   -18.03, 1.13019E-009,    78.11,          0,     0.00,    41.7708,    30.29
Line.LINE2280, 2.57141E-010,   -64.89, 2.62201E-010,   177.42,    5.03747,    41.96,          0,     0.00,    5.03747,    41.96, 2.57141E-010,   115.11, 2.62201E-010,    -2.58,    5.03747,  -138.04,          0,     0.00,    5.03747,  -138.04
Line.LINE2281, 2.91038E-011,   180.00, 2.9118E-011,    -1.79, 5.99991E-011,  -104.04,          0,     0.00, 6.08818E-011,  -103.83, 2.91038E-011,     0.00, 2.9118E-011,   178.21, 5.99991E-011,    75.96,          0,     0.00, 6.08818E-011,    76.17
Line.LINE2282,          0,     0.00,    35.7896,   162.24, 5.82077E-011,     0.00,          0,     0.00,    35.7896,   162.24,          0,     0.00,    35.7896,   -17.76, 5.82077E-011,   180.00,          0,     0.00,    35.7896,   -17.76
Line.LINE2283,    4.91445,   -79.22, 7.27596E-012,   180.00,          0,     0.00,          0,     0.00,    4.91445,   -79.22,    4.91445,   100.78, 7.27596E-012,     0.00,          0,     0.00,          0,     0.00,    4.91445,   100.78
Line.LINE2284, 1.32424E-010,   127.18, 1.39588E-010,     7.96,    37.1191,    42.25,          0,     0.00,    37.1191,    42.25, 1.32424E-010,   -52.82, 1.39588E-010,  -172.04,    37.1191,  -137.75,          0,     0.00,    37.1191,  -137.75
Line.LINE2285,    76.6517,   -79.46,    19.9661,   162.39,    113.287,    42.60,          0,     0.00,    78.7372,     5.36,    76.6517,   100.54,    19.9661,   -17.61,    113.287,  -137.40,          0,     0.00,    78.7372,  -174.64
Line.LINE2286, 2.4733E-008,  -145.94, 1.39428E-008,    93.83, 1.88075E-008,    68.20,          0,     0.00, 2.27014E-008,   129.49, 2.4733E-008,    34.06, 1.39428E-008,   -86.17, 1.88075E-008,  -111.80,          0,     0.00, 2.27014E-008,   -50.51
Line.LINE2287, 7.9171E-010,   107.10, 5.76226E-010,    45.00, 5.20625E-010,  -153.43,          0,     0.00, 9.75738E-010,   107.35, 7.9171E-010,   -72.90, 5.76226E-010,  -135.00, 5.20625E-010,    26.57,          0,     0.00, 9.75738E-010,   -72.65
Line.LINE2288, 6.50781E-011,  -116.57, 9.17644E-011,   129.37,    41.8636,    42.09,          0,     0.00,    41.8636,    42.09, 6.50781E-011,    63.43, 9.17644E-011,   -50.63,    41.8636,  -137.91,          0,     0.00,    41.8636,  -137.91
Line.LINE2289,    35.7927,   -78.69,    45.3123,   161.97, 1.42698E-009,  -101.77,          0,     0.00,    41.7708,  -149.71,    35.7927,   101.31,    45.3123,   -18.03, 1.42698E-009,    78.23,          0,     0.00,    41.7708,    30.29
Line.LINE2290, 2.60313E-010,   -63.43, 2.33852E-010,   174.64,    5.03747,    41.96,          0,     0.00,    5.03747,    41.96, 2.60313E-010,   116.57, 2.33852E-010,    -5.36,    5.03747,  -138.04,          0,     0.00,    5.03747,  -138.04
Line.LINE2291,          0,     0.00, 7.27951E-012,     1.79,          0,     0.00,          0,     0.00, 7.27951E-012,     1.79,          0,     0.00, 7.27951E-012,  -178.21,          0,     0.00,          0,     0.00, 7.27951E-012,  -178.21
Line.LINE2292, 2.60313E-010,   116.57,    35.7896,   162.24, 2.32831E-010,   -90.00,          0,     0.00,    35.7896,   162.24, 2.60313E-010,   -63.43,    35.7896,   -17.76, 2.32831E-010,    90.00,          0,     0.00,    35.7896,   -17.76
Line.LINE2293, 1.64636E-010,   135.00, 2.34643E-010,     7.13,    37.1191,    42.25,          0,     0.00,    37.1191,    42.25, 1.64636E-010,   -45.00, 2.34643E-010,  -172.87,    37.1191,  -137.75,          0,     0.00,    37.1191,  -137.75
Line.LINE2294,    76.6517,   -79.46,    19.9661,   162.39,    113.287,    42.60,          0,     0.00,    78.7372,     5.36,    76.6517,   100.54,    19.9661,   -17.61,    113.287,  -137.40,          0,     0.00,    78.7372,  -174.64
Line.LINE2295, 2.48347E-008,  -145.12, 1.48218E-008,    94.05, 1.71984E-008,    66.04,          0,     0.00, 2.17718E-008,   131.53, 2.48347E-008,    34.88, 1.48218E-008,   -85.95, 1.71984E-008,  -113.96,          0,     0.00, 2.17718E-008,   -48.47
Line.LINE2296, 5.99285E-010,   119.05, 2.60313E-010,    63.43, 4.79993E-010,  -165.96,          0,     0.00, 9.05499E-010,   135.00, 5.99285E-010,   -60.95, 2.60313E-010,  -116.57, 4.79993E-010,    14.04,          0,     0.00, 9.05499E-010,   -45.00
Line.LINE2297, 1.16415E-010,   180.00, 1.33569E-010,    29.36,    41.8636,    42.09,          0,     0.00,    41.8636,    42.09, 1.16415E-010,     0.00, 1.33569E-010,  -150.64,    41.8636,  -137.91,          0,     0.00,    41.8636,  -137.91
Line.LINE2298,    35.7927,   -78.69,    45.3123,   161.97, 1.42698E-009,  -101.77,          0,     0.00,    41.7708,  -149.71,    35.7927,   101.31,    45.3123,   -18.03, 1.42698E-009,    78.23,          0,     0.00,    41.7708,    30.29
Line.LINE2299, 1.16415E-010,     0.00, 1.17321E-010,   172.87,    5.03747,    41.96,          0,     0.00,    5.03747,    41.96, 1.16415E-010,   180.00, 1.17321E-010,    -7.13,    5.03747,  -138.04,          0,     0.00,    5.03747,  -138.04
Line.LINE2300, 1.16415E-010,     0.00,    35.7896,   162.24, 3.29272E-010,    45.00,          0,     0.00,    35.7896,   162.24, 1.16415E-010,   180.00,    35.7896,   -17.76, 3.29272E-010,  -135.00,          0,     0.00,    35.7896,   -17.76
Line.LINE2301, 3.29272E-010,   135.00, 3.50457E-010,     4.76,    37.1191,    42.25,          0,     0.00,    37.1191,    42.25, 3.29272E-010,   -45.00, 3.50457E-010,  -175.24,    37.1191,  -137.75,          0,     0.00,    37.1191,  -137.75
Line.LINE2302,    76.6517,   -79.46,    19.9661,   162.39,    113.287,    42.60,          0,     0.00,    78.7372,     5.36,    76.6517,   100.54,    19.9661,   -17.61,    113.287,  -137.40,          0,     0.00,    78.7372,  -174.64
Line.LINE2303, 2.16348E-008,  -147.08, 1.47861E-008,    97.24, 1.8113E-008,    72.03,          0,     0.00, 2.4779E-008,   125.63, 2.16348E-008,    32.92, 1.47861E-008,   -82.76, 1.8113E-008,  -107.97,          0,     0.00, 2.4779E-008,   -54.37
Line.LINE2304, 2.60313E-010,  -116.57, 3.13458E-010,    68.20, 4.19741E-010,  -146.31,          0,     0.00, 3.90469E-010,  -153.43, 2.60313E-010,    63.43, 3.13458E-010,  -111.80, 4.19741E-010,    33.69,          0,     0.00, 3.90469E-010,    26.57
Line.LINE2305, 3.90469E-010,   116.57, 3.5294E-010,     8.30,    41.8636,    42.09,          0,     0.00,    41.8636,    42.09, 3.90469E-010,   -63.43, 3.5294E-010,  -171.70,    41.8636,  -137.91,          0,     0.00,    41.8636,  -137.91
Line.LINE2306,    35.7927,   -78.69,    45.3123,   161.97, 1.35887E-009,   -99.87,          0,     0.00,    41.7708,  -149.71,    35.7927,   101.31,    45.3123,   -18.03, 1.35887E-009,    80.13,          0,     0.00,    41.7708,    30.29
Line.LINE2307, 1.16415E-010,   -90.00,          0,     0.00,    5.03747,    41.96,          0,     0.00,    5.03747,    41.96, 1.16415E-010,    90.00,          0,     0.00,    5.03747,  -138.04,          0,     0.00,    5.03747,  -138.04
Line.LINE2308, 3.25391E-011,   -63.43,    35.7896,   162.24, 1.45519E-011,     0.00,          0,     0.00,    35.7896,   162.24, 3.25391E-011,   116.57,    35.7896,   -17.76, 1.45519E-011,   180.00,          0,     0.00,    35.7896,   -17.76
Line.LINE2309, 2.60313E-010,   116.57, 3.49927E-010,     3.58,    37.1191,    42.25,          0,     0.00,    37.1191,    42.25, 2.60313E-010,   -63.43, 3.49927E-010,  -176.42,    37.1191,  -137.75,          0,     0.00,    37.1191,  -137.75
Line.LINE2310,    76.6517,   -79.46,    19.9661,   162.39,    113.287,    42.60,          0,     0.00,    78.7372,     5.36,    76.6517,   100.54,    19.9661,   -17.61,    113.287,  -137.40,          0,     0.00,    78.7372,  -174.64
Line.LINE2311, 2.15404E-008,  -147.47, 1.57019E-008,   102.85, 1.77089E-008,    65.12,          0,     0.00, 2.43595E-008,   125.67, 2.15404E-008,    32.53, 1.57019E-008,   -77.15, 1.77089E-008,  -114.88,          0,     0.00, 2.43595E-008,   -54.33
Line.LINE2312, 6.50781E-011,   116.57, 3.21462E-010,   174.81, 2.60313E-010,   -63.43,          0,     0.00, 2.74565E-010,  -147.99, 6.50781E-011,   -63.43, 3.21462E-010,    -5.19, 2.60313E-010,   116.57,          0,     0.00, 2.74565E-010,    32.01
Line.LINE2313, 2.74565E-010,   122.01, 3.5294E-010,     8.30,    41.8636,    42.09,          0,     0.00,    41.8636,    42.09, 2.74565E-010,   -57.99, 3.5294E-010,  -171.70,    41.8636,  -137.91,          0,     0.00,    41.8636,  -137.91
Line.LINE2314,    35.7927,   -78.69,    45.3123,   161.97, 1.34383E-009,   -94.97,          0,     0.00,    41.7708,  -149.71,    35.7927,   101.31,    45.3123,   -18.03, 1.34383E-009,    85.03,          0,     0.00,    41.7708,    30.29
Line.LINE2315, 2.32831E-010,   -90.00,          0,     0.00,    5.03747,    41.96,          0,     0.00,    5.03747,    41.96, 2.32831E-010,    90.00,          0,     0.00,    5.03747,  -138.04,          0,     0.00,    5.03747,  -138.04
Line.LINE2316, 7.27596E-012,    90.00,    35.7896,   162.24, 8.13477E-012,  -116.57,          0,     0.00,    35.7896,   162.24, 7.27596E-012,   -90.00,    35.7896,   -17.76, 8.13477E-012,    63.43,          0,     0.00,    35.7896,   -17.76
Line.LINE2317, 1.30156E-010,   116.57, 1.24332E-010,    20.56,    37.1191,    42.25,          0,     0.00,    37.1191,    42.25, 1.30156E-010,   -63.43, 1.24332E-010,  -159.44,    37.1191,  -137.75,          0,     0.00,    37.1191,  -137.75
Line.LINE2318,    40.6878,   -79.35, 4.54747E-012,    90.00, 8.13477E-012,    63.43,          0,     0.00,    40.6878,   -79.35,    40.6878,   100.65, 4.54747E-012,   -90.00, 8.13477E-012,  -116.57,          0,     0.00,    40.6878,   100.65
Line.LINE2319,    35.9641,   -79.58,    19.9661,   162.39,    113.287,    42.60,          0,     0.00,    85.2309,    33.74,    35.9641,   100.42,    19.9661,   -17.61,    113.287,  -137.40,          0,     0.00,    85.2309,  -146.26
Line.LINE2320, 2.1447E-008,  -147.86, 1.63832E-008,    98.99, 1.70778E-008,    64.13,          0,     0.00, 2.41193E-008,   123.38, 2.1447E-008,    32.14, 1.63832E-008,   -81.01, 1.70778E-008,  -115.87,          0,     0.00, 2.41193E-008,   -56.62
Line.LINE2321, 3.85694E-010,   125.79, 3.81127E-010,     6.92,    41.8636,    42.09,          0,     0.00,    41.8636,    42.09, 3.85694E-010,   -54.21, 3.81127E-010,  -173.08,    41.8636,  -137.91,          0,     0.00,    41.8636,  -137.91
Line.LINE2322,    35.7927,   -78.69,    45.3123,   161.97, 1.63914E-009,   -96.12,          0,     0.00,    41.7708,  -149.71,    35.7927,   101.31,    45.3123,   -18.03, 1.63914E-009,    83.88,          0,     0.00,    41.7708,    30.29
Line.LINE2323, 5.82077E-011,   -90.00, 5.83212E-011,   176.42,    5.03747,    41.96,          0,     0.00,    5.03747,    41.96, 5.82077E-011,    90.00, 5.83212E-011,    -3.58,    5.03747,  -138.04,          0,     0.00,    5.03747,  -138.04
Line.LINE2324, 1.30156E-010,  -116.57, 1.45519E-011,    90.00,    37.1191,    42.25,          0,     0.00,    37.1191,    42.25, 1.30156E-010,    63.43, 1.45519E-011,   -90.00,    37.1191,  -137.75,          0,     0.00,    37.1191,  -137.75
Line.LINE2325,    4.93977,   -79.35, 7.33258E-012,   172.87, 1.02898E-011,   -45.00,          0,     0.00,    4.93977,   -79.35,    4.93977,   100.65, 7.33258E-012,    -7.13, 1.02898E-011,   135.00,          0,     0.00,    4.93977,   100.65
Line.LINE2326,     35.748,   -79.35, 7.33258E-012,   172.87, 1.02898E-011,   -45.00,          0,     0.00,     35.748,   -79.35,     35.748,   100.65, 7.33258E-012,    -7.13, 1.02898E-011,   135.00,          0,     0.00,     35.748,   100.65
Line.LINE2327,    35.9641,   -79.58,    19.9661,   162.39,    113.287,    42.60,          0,     0.00,    85.2309,    33.74,    35.9641,   100.42,    19.9661,   -17.61,    113.287,  -137.40,          0,     0.00,    85.2309,  -146.26
Line.LINE2328, 2.20416E-008,  -148.83, 1.5425E-008,    90.00, 1.74114E-008,    66.35,          0,     0.00, 2.32295E-008,   120.74, 2.20416E-008,    31.17, 1.5425E-008,   -90.00, 1.74114E-008,  -113.65,          0,     0.00, 2.32295E-008,   -59.26
Line.LINE2329, 2.32831E-010,    90.00, 2.34643E-010,     7.13,    41.8636,    42.09,          0,     0.00,    41.8636,    42.09, 2.32831E-010,   -90.00, 2.34643E-010,  -172.87,    41.8636,  -137.91,          0,     0.00,    41.8636,  -137.91
Line.LINE2330,    35.7927,   -78.69,    45.3123,   161.97, 1.39698E-009,   -90.00,          0,     0.00,    41.7708,  -149.71,    35.7927,   101.31,    45.3123,   -18.03, 1.39698E-009,    90.00,          0,     0.00,    41.7708,    30.29
